LEARecordID,ORI,BatchID,TX_Type,Is_NFIA,SDate,STime,SDur,Is_ServCall,AT,Loc,City,PID,Ethn,Gend,GendNC,LGBT,Age,Is_LimEng,Disb,Is_Stud,StReas,Tr_ID,Act_CD,BasSearch,BasSearch_N,BasSeiz,PropType,Cb,ResCD
230031,CA0431100,,I,N,7/24/2022,23:57,10,N,"Patrol, traffic, field operations",Central Expressway & Farley Street,Mountain View,1,Hispanic/Latino(a),Male,,N,30,N,,,Traffic Violation,Equipment,No Action Taken,,,,,,Warning (verbal or written)
230049,CA0431100,,I,N,7/25/2022,0:35,10,N,"Patrol, traffic, field operations",Moffett Boulevard & Central Expressway,Mountain View,1,Asian,Male,,N,20,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Citation for infraction
230095,CA0431100,,I,N,7/25/2022,1:27,5,N,"Patrol, traffic, field operations",400 Block West Evelyn Avenue,Mountain View,1,Hispanic/Latino(a),Female,,N,35,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Warning (verbal or written)
230164,CA0431100,,I,N,7/25/2022,4:17,10,N,"Patrol, traffic, field operations",Hope Street & West Evelyn Avenue,Mountain View,1,White,Male,,N,40,N,,,Traffic Violation,Moving,No Action Taken,,,,,,"Citation for infraction,Warning (verbal or written)"
230298,CA0431100,,I,N,7/25/2022,8:35,5,N,"Patrol, traffic, field operations",100 Block Hope Street,Mountain View,1,Hispanic/Latino(a),Male,,N,25,N,,,Traffic Violation,Moving,"Curbside detention,Patrol car detention",,,,,,Warning (verbal or written)
230339,CA0431100,,I,N,7/25/2022,9:02,20,N,"Patrol, traffic, field operations",400 Block Stierlin Road,Mountain View,1,Hispanic/Latino(a),Female,,N,30,N,,,Traffic Violation,Moving,"Curbside detention,Patrol car detention",,,,,,Citation for infraction
230341,CA0431100,,I,N,7/25/2022,9:23,50,Y,"Patrol, traffic, field operations",600 Block San Antonio Road,Mountain View,1,Hispanic/Latino(a),Male,,N,40,N,,,Reasonable suspicion that the person was engaged in criminal activity,,"Curbside detention, Asked for consent to  search person, Search of person was conducted ",Consent given,shon had a knife in his left front pocket. asked consent to search for any more weapons. consent was given,,,Weapon(s) other than a firearm,In-field cite and release
230606,CA0431100,,I,N,7/25/2022,16:32,5,N,"Patrol, traffic, field operations",Stierlin Road & North Shoreline Boulevard,Mountain View,1,Middle Eastern or South Asian,Male,,N,25,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Warning (verbal or written)
231256,CA0431100,,I,N,7/26/2022,7:45,40,Y,"Patrol, traffic, field operations",600 Block Rainbow Drive,Mountain View,1,White,Female,,N,25,N,,,Reasonable suspicion that the person was engaged in criminal activity,,"Curbside detention, Search of person was conducted ","Officer Safety/safety of others,Exigent circumstances/emergency",subject said she was going to come out of her apartment with a knife ,,,,Psychiatric hold  (Welfare & Institutions Code sections 5150 and/or 5585.20)
231585,CA0431100,,I,N,7/26/2022,17:00,5,N,"Patrol, traffic, field operations",evelyn ave/hope st mountain view,MOUNTAIN VIEW,1,Asian,Male,,N,30,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Warning (verbal or written)
231902,CA0431100,,I,N,7/26/2022,22:55,5,N,"Patrol, traffic, field operations",Highway 101,MOUNTAIN VIEW,1,White,Male,,N,32,N,,,Traffic Violation,Non-moving,No Action Taken,,,,,,Warning (verbal or written)
231916,CA0431100,,I,N,7/26/2022,23:16,10,N,"Patrol, traffic, field operations",400 Block Stierlin Road,Mountain View,1,Middle Eastern or South Asian,Male,,N,30,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Warning (verbal or written)
231973,CA0431100,,I,N,7/27/2022,0:10,5,N,"Patrol, traffic, field operations",2400 Block Charleston Road,Mountain View,1,Hispanic/Latino(a),Male,,N,23,N,,,Traffic Violation,Equipment,No Action Taken,,,,,,Warning (verbal or written)
232006,CA0431100,,I,N,7/27/2022,1:03,10,N,"Patrol, traffic, field operations",100 Block Moffett Boulevard,MOUNTAIN VIEW,1,Middle Eastern or South Asian,Female,,N,39,N,,,Traffic Violation,Equipment,No Action Taken,,,,,,Warning (verbal or written)
232029,CA0431100,,I,N,7/27/2022,1:08,10,N,"Patrol, traffic, field operations",shoreline boulevard/dana street,MOUNTAIN VIEW,1,White,Female,,N,60,N,,,Traffic Violation,Moving,No Action Taken,,,,,,"Citation for infraction,In-field cite and release"
232220,CA0431100,,I,N,7/27/2022,6:18,10,N,"Patrol, traffic, field operations",El Camino/calderon,MOUNTAIN VIEW,1,Hispanic/Latino(a),Male,,N,25,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Citation for infraction
232259,CA0431100,,I,N,7/27/2022,7:54,5,N,"Patrol, traffic, field operations",600 Block San Antonio Road,Mountain View,1,White,Male,,N,50,N,,,Traffic Violation,Equipment,No Action Taken,,,,,,Warning (verbal or written)
232265,CA0431100,,I,N,7/27/2022,7:56,5,N,"Patrol, traffic, field operations",Villa/bryant,MOUNTAIN VIEW,1,Hispanic/Latino(a),Male,,N,20,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Warning (verbal or written)
233129,CA0431100,,I,N,7/27/2022,22:54,10,N,"Patrol, traffic, field operations",Mountain View,Mountain View,1,Asian,Female,,N,26,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Citation for infraction
233567,CA0431100,,I,N,7/28/2022,5:12,5,N,"Patrol, traffic, field operations",View Street,Mountain View,1,Hispanic/Latino(a),Male,,N,27,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Citation for infraction
233591,CA0431100,,I,N,7/28/2022,5:19,5,N,"Patrol, traffic, field operations",El Camino/americana,MOUNTAIN VIEW,1,Hispanic/Latino(a),Male,,N,55,N,,,Traffic Violation,Equipment,No Action Taken,,,,,,Warning (verbal or written)
233609,CA0431100,,I,N,7/28/2022,5:40,10,N,"Patrol, traffic, field operations",1400 Block California Street,Mountain View,1,Black/African American,Male,,N,40,N,,,Traffic Violation,Equipment,No Action Taken,,,,,,Warning (verbal or written)
234547,CA0431100,,I,N,7/28/2022,22:42,35,N,"Patrol, traffic, field operations",Cuesta Drive/Miramonte Avenue,MOUNTAIN VIEW,1,Hispanic/Latino(a),Male,,N,50,N,,,Traffic Violation,Non-moving,No Action Taken,,,,,,Warning (verbal or written)
234547,CA0431100,,I,N,7/28/2022,22:42,35,N,"Patrol, traffic, field operations",Cuesta Drive/Miramonte Avenue,MOUNTAIN VIEW,2,White,Male,,N,70,N,,,Traffic Violation,Non-moving,No Action Taken,,,,,,Warning (verbal or written)
234609,CA0431100,,I,N,7/28/2022,23:25,10,N,"Patrol, traffic, field operations",600 Block Escuela Avenue,Mountain View,1,Hispanic/Latino(a),Male,,N,38,Y,,,Traffic Violation,Equipment,No Action Taken,,,,,,Warning (verbal or written)
235559,CA0431100,,I,N,7/29/2022,17:50,10,N,"Patrol, traffic, field operations",East El Camino Real & California 237,Mountain View,1,Asian,Female,,N,25,N,,,Traffic Violation,Equipment,No Action Taken,,,,,,"Citation for infraction,In-field cite and release"
235624,CA0431100,,I,N,7/29/2022,18:58,5,N,Narcotics/vice,2000 Block California Street,Mountain View,1,Hispanic/Latino(a),Male,,N,20,N,,,Traffic Violation,Equipment,No Action Taken,,,,,,Warning (verbal or written)
235835,CA0431100,,I,N,7/29/2022,23:30,5,N,"Patrol, traffic, field operations",100 Block East El Camino Real,Mountain View,1,Asian,Male,,N,27,N,,,Traffic Violation,Moving,No Action Taken,,,,,,"Citation for infraction,Warning (verbal or written)"
235975,CA0431100,,I,N,7/30/2022,1:41,5,N,"Patrol, traffic, field operations",200 Block Bryant Street,Mountain View,1,Middle Eastern or South Asian,Male,,N,31,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Warning (verbal or written)
235989,CA0431100,,I,N,7/28/2022,3:35,60,N,"Patrol, traffic, field operations",2400 Block Alvin Street,Mountain View,1,White,Male,,N,35,N,,,Traffic Violation,Non-moving,"Curbside detention, Search of person was conducted , Asked for consent to  search person,Search of property was conducted, Asked for consent to  search property,Property was seized","Consent given,Evidence of crime",The male said I could search his person. The the male also stated there was methamphetamine in the vehicle. There was methamphetamine located in the vehicle and seized as evidence.,"Contraband,Evidence",Drugs/narcotics,Drugs/narcotics,In-field cite and release
236003,CA0431100,,I,N,7/30/2022,2:27,5,N,"Patrol, traffic, field operations",Expressway/Rengstorff ,MOUNTAIN VIEW,1,Hispanic/Latino(a),Female,,N,30,N,,,Traffic Violation,Equipment,No Action Taken,,,,,,Warning (verbal or written)
236149,CA0431100,,I,N,7/30/2022,2:09,10,N,"Patrol, traffic, field operations",Central Expressway & Moffett Boulevard,Mountain View,1,Asian,Female,,N,25,N,,,Traffic Violation,Non-moving,No Action Taken,,,,,,Citation for infraction
236151,CA0431100,,I,N,7/30/2022,5:43,10,N,"Patrol, traffic, field operations",South Shoreline Boulevard & West Dana Street,Mountain View,1,Middle Eastern or South Asian,Male,,N,30,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Citation for infraction
236407,CA0431100,,I,N,7/30/2022,8:19,60,Y,"Patrol, traffic, field operations",800 Block Villa Street,Mountain View,1,Hispanic/Latino(a),Male,,N,30,N,,,Reasonable suspicion that the person was engaged in criminal activity,,Curbside detention,,,,,,Custodial arrest without warrant
236546,CA0431100,,I,N,7/30/2022,17:15,5,N,"Patrol, traffic, field operations",North Shoreline Boulevard,Mountain View,1,Middle Eastern or South Asian,Male,,N,35,N,,,Traffic Violation,Equipment,No Action Taken,,,,,,Warning (verbal or written)
236555,CA0431100,,I,N,7/30/2022,17:26,5,N,"Patrol, traffic, field operations",California Street/Shoreline Blvd,MOUNTAIN VIEW,1,White,Male,,N,30,N,,,Traffic Violation,Equipment,No Action Taken,,,,,,Warning (verbal or written)
236865,CA0431100,,I,N,7/31/2022,3:32,10,N,"Patrol, traffic, field operations",Castro Street & West Evelyn Avenue,Mountain View,1,Asian,Female,,N,50,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Citation for infraction
237009,CA0431100,,I,N,7/31/2022,6:57,7,N,"Patrol, traffic, field operations",hope / california,MOUNTAIN VIEW,1,Hispanic/Latino(a),Female,,N,25,Y,,,Traffic Violation,Moving,No Action Taken,,,,,,Warning (verbal or written)
237102,CA0431100,,I,N,7/31/2022,5:58,30,Y,"Patrol, traffic, field operations",69 Fairchild Drive,Mountain View,1,Hispanic/Latino(a),Female,,N,30,N,,,Reasonable suspicion that the person was engaged in criminal activity,,Curbside detention,,,,,,Custodial arrest without warrant
237106,CA0431100,,I,N,7/31/2022,9:20,30,N,"Patrol, traffic, field operations",100 Block Oak Street,Mountain View,1,Hispanic/Latino(a),Male,,N,35,N,,,Reasonable suspicion that the person was engaged in criminal activity,,Curbside detention,,,,,,Warning (verbal or written)
237276,CA0431100,,I,N,7/31/2022,15:42,5,Y,"Patrol, traffic, field operations",Sierra Vista Avenue,Mountain View,1,White,Female,,N,35,N,,,Reasonable suspicion that the person was engaged in criminal activity,,No Action Taken,,,,,,Warning (verbal or written)
237305,CA0431100,,I,N,7/31/2022,16:42,5,N,"Patrol, traffic, field operations",East El Camino Real & Dale Avenue,Mountain View,1,Black/African American,Female,,N,40,N,,,Traffic Violation,Equipment,No Action Taken,,,,,,Warning (verbal or written)
237318,CA0431100,,I,N,7/31/2022,17:23,5,N,"Patrol, traffic, field operations",California Street & Bryant Street,Mountain View,1,White,Male,,N,40,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Warning (verbal or written)
237340,CA0431100,,I,N,7/31/2022,18:21,10,N,"Patrol, traffic, field operations",Grant Road & Martens Avenue,Mountain View,1,Middle Eastern or South Asian,Male,,N,30,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Citation for infraction
237353,CA0431100,,I,N,7/31/2022,18:39,10,N,"Patrol, traffic, field operations",Grant Road & El Camino Real,Mountain View,1,Middle Eastern or South Asian,Female,,N,30,N,,,Traffic Violation,Equipment,No Action Taken,,,,,,Citation for infraction
237447,CA0431100,,I,N,7/31/2022,21:45,10,Y,"Patrol, traffic, field operations",North Shoreline Boulevard,Mountain View,1,Hispanic/Latino(a),Male,,N,40,N,,,Reasonable suspicion that the person was engaged in criminal activity,,No Action Taken,,,,,,
237494,CA0431100,,I,N,7/31/2022,23:49,5,N,"Patrol, traffic, field operations",200 Block North Rengstorff Avenue,Mountain View,1,Hispanic/Latino(a),Male,,N,40,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Citation for infraction
237528,CA0431100,,I,N,8/1/2022,0:42,10,N,"Patrol, traffic, field operations",San Antonio/Fayette,MOUNTAIN VIEW,1,Hispanic/Latino(a),Male,,N,25,N,,,Traffic Violation,Equipment,No Action Taken,,,,,,Warning (verbal or written)
237668,CA0431100,,I,N,8/1/2022,5:18,40,Y,"Patrol, traffic, field operations",500 Block North Shoreline Boulevard,Mountain View,1,Hispanic/Latino(a),Female,,N,40,Y,,,Reasonable suspicion that the person was engaged in criminal activity,," Asked for consent to  search person, Asked for consent to  search property,Property was seized",,,Evidence,"Suspected Stolen property,Cell phone(s) or electronic device(s)","Cell phone(s) or electronic device(s),Suspected Stolen property",In-field cite and release
237694,CA0431100,,I,N,8/1/2022,5:53,10,N,"Patrol, traffic, field operations",200 Block Castro Street,Mountain View,1,Hispanic/Latino(a),Male,,N,25,N,,,Traffic Violation,Moving,No Action Taken,,,,,,In-field cite and release
238281,CA0431100,,I,N,8/1/2022,22:00,10,N,"Patrol, traffic, field operations",West El Camino Real,Mountain View,1,White,Male,,N,50,N,,,Traffic Violation,Equipment,No Action Taken,,,,,,Warning (verbal or written)
238325,CA0431100,,I,N,8/1/2022,22:55,5,N,"Patrol, traffic, field operations",900 Block North Rengstorff Avenue,Mountain View,1,Hispanic/Latino(a),Male,,N,20,N,,,Traffic Violation,Equipment,No Action Taken,,,,,,Warning (verbal or written)
238373,CA0431100,,I,N,8/1/2022,22:43,20,N,"Patrol, traffic, field operations",California Street,Mountain View,1,Hispanic/Latino(a),Male,,N,30,N,,,Traffic Violation,Equipment,Person removed from vehicle by order,,,,,,Citation for infraction
238544,CA0431100,,I,N,8/2/2022,4:33,5,N,"Patrol, traffic, field operations",West Evelyn Avenue,Mountain View,1,Asian,Male,,N,60,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Citation for infraction
239672,CA0431100,,I,N,8/3/2022,5:38,5,N,"Patrol, traffic, field operations",2200 Block Latham Street,Mountain View,1,Hispanic/Latino(a),Female,,N,18,N,,,Traffic Violation,Equipment,No Action Taken,,,,,,Warning (verbal or written)
239680,CA0431100,,I,N,8/3/2022,5:33,10,N,"Patrol, traffic, field operations",El Camino/San antonio,MOUNTAIN VIEW,1,Pacific Islander,Male,,N,21,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Citation for infraction
239694,CA0431100,,I,N,8/3/2022,5:55,10,N,"Patrol, traffic, field operations",1900 Block California Street,Mountain View,1,Hispanic/Latino(a),Male,,N,20,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Citation for infraction
239886,CA0431100,,I,N,8/3/2022,9:40,30,Y,"Patrol, traffic, field operations",North Whisman Road & Whisman Station Drive,Mountain View,1,Hispanic/Latino(a),Male,,N,35,Y,,,Traffic Violation,Moving,"Field sobriety test conducted,Person removed from vehicle by order, Asked for consent to  search person, Search of person was conducted ","Consent given,Officer Safety/safety of others",Pat searched for weapons prior to FSTs,,,,
239886,CA0431100,,I,N,8/3/2022,9:40,30,Y,"Patrol, traffic, field operations",North Whisman Road & Whisman Station Drive,Mountain View,2,Hispanic/Latino(a),Female,,N,26,Y,,,Traffic Violation,Moving,No Action Taken,,,,,,
240524,CA0431100,,I,N,8/3/2022,20:46,10,N,"Patrol, traffic, field operations",central expressway/moffett blvd,MOUNTAIN VIEW,1,Hispanic/Latino(a),Male,,N,55,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Warning (verbal or written)
240624,CA0431100,,I,N,8/3/2022,2:00,5,N,"Patrol, traffic, field operations",800 Block High School Way,Mountain View,1,Middle Eastern or South Asian,Male,,N,40,N,,,Traffic Violation,Equipment,No Action Taken,,,,,,Warning (verbal or written)
240720,CA0431100,,I,N,8/4/2022,4:56,10,N,"Patrol, traffic, field operations",East Dana Street,Mountain View,1,Hispanic/Latino(a),Male,,N,60,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Warning (verbal or written)
240758,CA0431100,,I,N,8/4/2022,5:32,30,N,"Patrol, traffic, field operations",2200 Block California Street,Mountain View,1,Hispanic/Latino(a),Male,,N,25,N,,,Traffic Violation,Moving,Person removed from vehicle by order,,,,,Weapon(s) other than a firearm,Citation for infraction
240758,CA0431100,,I,N,8/4/2022,5:32,30,N,"Patrol, traffic, field operations",2200 Block California Street,Mountain View,2,Hispanic/Latino(a),Male,,N,25,N,,,Traffic Violation,Moving,No Action Taken,,,,,,"Citation for infraction,In-field cite and release"
240761,CA0431100,,I,N,8/4/2022,5:42,30,N,"Patrol, traffic, field operations",Grant/Bentley Sq,MOUNTAIN VIEW,1,Hispanic/Latino(a),Female,,N,45,N,,,Traffic Violation,Moving,Person removed from vehicle by order,,,,,,"In-field cite and release,Custodial arrest pursuant to outstanding warrant"
240940,CA0431100,,I,N,8/3/2022,0:00,20,N,"Patrol, traffic, field operations",SR 101/ Rengstorff Ave,MOUNTAIN VIEW,1,Hispanic/Latino(a),Male,,N,25,N,,,Traffic Violation,Moving,No Action Taken,,,,,,In-field cite and release
240940,CA0431100,,I,N,8/3/2022,0:00,20,N,"Patrol, traffic, field operations",SR 101/ Rengstorff Ave,MOUNTAIN VIEW,2,Hispanic/Latino(a),Male,,N,25,N,,,Traffic Violation,Equipment,No Action Taken,,,,,,Warning (verbal or written)
241416,CA0431100,,I,N,8/2/2022,23:13,45,N,"Patrol, traffic, field operations",Californi Street/Rengstorff Avenue,MOUNTAIN VIEW,1,Hispanic/Latino(a),Male,,N,40,N,,,Consensual Encounter resulting in a search,,"Search of property was conducted, Search of person was conducted ,Handcuffed or flex cuffed",Incident to arrest,Search of person resulted he had a concealed knife.,,,Weapon(s) other than a firearm,Custodial arrest without warrant
241440,CA0431100,,I,N,8/4/2022,1:05,40,Y,"Patrol, traffic, field operations",1700 Block Miramonte Avenue,Mountain View,1,White,Male,,N,55,N,,,Consensual Encounter resulting in a search,,"Handcuffed or flex cuffed, Search of person was conducted ",Incident to arrest,Subject searched incident to arrest for PC 647(f) with negative results.,,,,Custodial arrest without warrant
241507,CA0431100,,I,N,8/4/2022,2:29,45,N,"Patrol, traffic, field operations",1300 Block Montecito Avenue,Mountain View,1,Middle Eastern or South Asian,Male,,N,35,N,,,Traffic Violation,Equipment,Person removed from vehicle by order,,,,,,"In-field cite and release,Custodial arrest without warrant,Custodial arrest pursuant to outstanding warrant"
241516,CA0431100,,I,N,8/5/2022,0:03,5,N,"Patrol, traffic, field operations",latham street/escuela avenue,MOUNTAIN VIEW,1,Hispanic/Latino(a),Male,,N,30,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Warning (verbal or written)
241619,CA0431100,,I,N,8/4/2022,17:40,10,N,"Patrol, traffic, field operations",East El Camino Real & The Americana,Mountain View,1,Asian,Male,,N,35,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Citation for infraction
241622,CA0431100,,I,N,8/4/2022,15:45,10,N,"Patrol, traffic, field operations",North Shoreline Boulevard & La Avenida Street,Mountain View,1,Hispanic/Latino(a),Male,,N,25,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Citation for infraction
241625,CA0431100,,I,N,8/4/2022,15:05,10,N,"Patrol, traffic, field operations",East El Camino Real & Grant Road,Mountain View,1,White,Female,,N,35,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Citation for infraction
241636,CA0431100,,I,N,8/5/2022,2:41,10,N,"Patrol, traffic, field operations",Shoreline Blvd/California Street,MOUNTAIN VIEW,1,White,Male,,N,35,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Warning (verbal or written)
241754,CA0431100,,I,N,8/5/2022,5:15,10,N,"Patrol, traffic, field operations",2500 Block West El Camino Real,Mountain View,1,Hispanic/Latino(a),Male,,N,25,N,,,Traffic Violation,Equipment,No Action Taken,,,,,,Warning (verbal or written)
242026,CA0431100,,I,N,8/4/2022,10:58,60,Y,"Patrol, traffic, field operations",800 Block San Carrizo Way,Mountain View,1,"Hispanic/Latino(a),White",Female,,N,60,N,,,Reasonable suspicion that the person was engaged in criminal activity,," Asked for consent to  search person, Search of person was conducted , Asked for consent to  search property,Search of property was conducted,Property was seized",Consent given,Search of vehicle and female conducted. Suspected meth found in jacket pocket of the female.,"Contraband,Evidence",Drugs/narcotics,Drugs/narcotics,In-field cite and release
242029,CA0431100,,I,N,8/5/2022,6:20,30,Y,"Patrol, traffic, field operations",1000 Block Space Park Way,Mountain View,1,White,Female,,N,30,N,,,Reasonable suspicion that the person was engaged in criminal activity,,No Action Taken,,,,,,Custodial arrest without warrant
242484,CA0431100,,I,N,8/5/2022,22:56,5,N,"Patrol, traffic, field operations",Moffett Boulevard & Central Expressway,Mountain View,1,Hispanic/Latino(a),Female,,N,40,Y,,,Traffic Violation,Moving,No Action Taken,,,,,,Warning (verbal or written)
242513,CA0431100,,I,N,8/5/2022,19:03,5,N,"Patrol, traffic, field operations",500 Block South Shoreline Boulevard,Mountain View,1,White,Male,,N,30,N,,,Traffic Violation,Equipment,No Action Taken,,,,,,Warning (verbal or written)
242536,CA0431100,,I,N,8/6/2022,0:10,5,N,"Patrol, traffic, field operations",100 Block North Rengstorff Avenue,Mountain View,1,Middle Eastern or South Asian,Male,,N,24,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Citation for infraction
242624,CA0431100,,I,N,8/6/2022,1:40,20,N,"Patrol, traffic, field operations",California/Escuela,MOUNTAIN VIEW,1,Hispanic/Latino(a),Male,,N,50,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Citation for infraction
242697,CA0431100,,I,N,8/6/2022,3:03,10,N,"Patrol, traffic, field operations",Mariposa Avenue,Mountain View,1,Hispanic/Latino(a),Male,,N,30,N,,,Traffic Violation,Equipment,No Action Taken,,,,,,Warning (verbal or written)
242697,CA0431100,,I,N,8/6/2022,3:03,10,N,"Patrol, traffic, field operations",Mariposa Avenue,Mountain View,2,Hispanic/Latino(a),Male,,N,35,N,,,Traffic Violation,Equipment,No Action Taken,,,,,,
242704,CA0431100,,I,N,8/6/2022,2:27,30,N,"Patrol, traffic, field operations",El Camino/rengstorff,MOUNTAIN VIEW,1,Hispanic/Latino(a),Male,,N,20,N,,,Traffic Violation,Equipment,Person removed from vehicle by order,,,,,Other Contraband or evidence,In-field cite and release
242740,CA0431100,,I,N,8/6/2022,4:23,5,N,"Patrol, traffic, field operations",Castro/sonia,MOUNTAIN VIEW,1,Middle Eastern or South Asian,Male,,N,25,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Warning (verbal or written)
242860,CA0431100,,I,N,8/6/2022,6:39,5,N,"Patrol, traffic, field operations",100 block east ecr,MOUNTAIN VIEW,1,Middle Eastern or South Asian,Male,,N,55,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Warning (verbal or written)
242882,CA0431100,,I,N,8/6/2022,7:03,10,N,"Patrol, traffic, field operations",Villa Street & South Shoreline Boulevard,Mountain View,1,Middle Eastern or South Asian,Male,,N,25,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Citation for infraction
242922,CA0431100,,I,N,8/6/2022,7:46,5,N,"Patrol, traffic, field operations",Bryant Street & West Evelyn Avenue,Mountain View,1,White,Female,,N,45,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Warning (verbal or written)
242977,CA0431100,,I,N,8/6/2022,8:43,5,N,"Patrol, traffic, field operations",Calderon Avenue,Mountain View,1,Middle Eastern or South Asian,Male,,N,40,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Warning (verbal or written)
243005,CA0431100,,I,N,8/6/2022,9:09,5,N,"Patrol, traffic, field operations",Calderon Avenue,Mountain View,1,Hispanic/Latino(a),Female,,N,20,N,,,Traffic Violation,Equipment,No Action Taken,,,,,,Warning (verbal or written)
243019,CA0431100,,I,N,8/6/2022,9:19,5,N,"Patrol, traffic, field operations",Pioneer Way,Mountain View,1,Hispanic/Latino(a),Female,,N,30,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Warning (verbal or written)
243022,CA0431100,,I,N,8/6/2022,8:52,15,N,"Patrol, traffic, field operations",Franklin Street & West Evelyn Avenue,Mountain View,1,Hispanic/Latino(a),Male,,N,22,N,,,Traffic Violation,Non-moving,No Action Taken,,,,,,Citation for infraction
243025,CA0431100,,I,N,8/6/2022,9:28,5,N,"Patrol, traffic, field operations",North Shoreline Boulevard,Mountain View,1,Hispanic/Latino(a),Female,,N,20,N,,,Traffic Violation,Equipment,No Action Taken,,,,,,Warning (verbal or written)
243046,CA0431100,,I,N,8/6/2022,10:05,5,N,"Patrol, traffic, field operations",Castro Street,Mountain View,1,White,Male,,N,30,N,,,Traffic Violation,Equipment,No Action Taken,,,,,,Warning (verbal or written)
243132,CA0431100,,I,N,8/6/2022,6:21,15,N,"Patrol, traffic, field operations",100 Block East El Camino Real,Mountain View,1,White,Male,,N,25,N,,,Consensual Encounter resulting in a search,," Asked for consent to  search person, Search of person was conducted , Asked for consent to  search property",Consent given,Consent search of subject person was given. No weapons or contraband were located.,,,,
243144,CA0431100,,I,N,8/6/2022,7:48,10,N,"Patrol, traffic, field operations",1100 Block Villa Street,Mountain View,1,Hispanic/Latino(a),Male,,N,30,N,,,Traffic Violation,Moving,Curbside detention,,,,,,Warning (verbal or written)
243155,CA0431100,,I,N,8/6/2022,10:08,10,N,"Patrol, traffic, field operations",1100 Block West El Camino Real,Mountain View,1,Hispanic/Latino(a),Male,,N,30,N,,,Traffic Violation,Moving,Curbside detention,,,,,,Warning (verbal or written)
243177,CA0431100,,I,N,8/6/2022,11:23,30,Y,"Patrol, traffic, field operations",El Camino Real & Castro Street,MOUNTAIN VIEW,1,Hispanic/Latino(a),Male,,N,35,N,,,Investigation to determine whether the person was truant,,No Action Taken,,,,,,Custodial arrest without warrant
243200,CA0431100,,I,N,8/6/2022,12:40,5,N,"Patrol, traffic, field operations",Villa Street & South Shoreline Boulevard,MOUNTAIN VIEW,1,Middle Eastern or South Asian,Male,,N,22,N,,,Traffic Violation,Moving,No Action Taken,,,,,,Warning (verbal or written)
243831,CA0431100,,I,N,8/5/2022,2:17,15,Y,"Patrol, traffic, field operations",800 Block California Street,Mountain View,1,Hispanic/Latino(a),Male,,N,46,N,,,Reasonable suspicion that the person was engaged in criminal activity,," Search of person was conducted ,Search of property was conducted,Property was seized","Condition of parole / probation/ PRCS / mandatory supervision,Visible contraband",Narcotics discarded by subject in plain view. Subject also on probation with search. Person and property searched pursuant to those terms.,Contraband,"Drugs/narcotics,Drug Paraphernalia","Drugs/narcotics,Drug Paraphernalia",In-field cite and release
243839,CA0431100,,I,N,8/5/2022,3:19,15,Y,"Patrol, traffic, field operations",200 Block Castro Street,Mountain View,1,Hispanic/Latino(a),Female,,N,26,N,,,Reasonable suspicion that the person was engaged in criminal activity,,"Curbside detention, Search of person was conducted ",Incident to arrest,Searched incident to custodial arrest.,,,,Custodial arrest without warrant
243839,CA0431100,,I,N,8/5/2022,3:19,15,Y,"Patrol, traffic, field operations",200 Block Castro Street,Mountain View,2,Hispanic/Latino(a),Female,,N,26,N,,,Reasonable suspicion that the person was engaged in criminal activity,,"Curbside detention, Search of person was conducted ",Incident to arrest,Searched incident to custodial arrest.,,,,Custodial arrest pursuant to outstanding warrant
244073,CA0431100,,I,N,8/7/2022,8:24,30,N,"Patrol, traffic, field operations",California Street & Oak Street,Mountain View,1,Hispanic/Latino(a),Female,,Y,35,N,,,Traffic Violation,Non-moving,No Action Taken,,,,,,Warning (verbal or written)
