stopID,entry/update time,stopTime,stopDuration,stopInResponseToCFS,street,intersection,PID,perceivedRace,perceivedDisability,perceivedLimitedEnglish,perceivedAge,perceivedGender,perceivedLgbt,genderNonconforming,contrabandOrEvidenceDiscovered,actionTakens,personSearchGiven,propertySearchGiven,basisForSearch,basisForSearchExplanation,reasonForStop,reasonForStopDetail,reasonForStopExplanation,reaultOfStop
2266,7/26/2021 5:26,7/26/2021 4:22,45,FALSE,N San Antonio Rd,Edith,1, Hispanic/Latino/a, None,FALSE,16,Male,No,FALSE, None, Person removed from vehicle by order,,,, , Traffic Violation, Equipment Violation, rear License plate light was not functioning, Contacted parent/legal guardian or other person responsible for the minor; Warning (verbal or written)
2267,7/26/2021 9:41,7/26/2021 9:29,3,FALSE,Arboretum,Foothill ,1, White, None,FALSE,65,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 60 in a 45, Warning (verbal or written)
2268,7/26/2021 9:52,7/26/2021 9:42,8,FALSE,Los Altos Avenue ,W. Edith ,1, White, None,FALSE,35,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 44mph in 25mph zone, Citation for infraction
2269,7/26/2021 13:21,7/26/2021 13:10,10,FALSE,Alicia ,Almond ,1, Asian, None,FALSE,18,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 46mph in 25mph zone, Citation for infraction
2270,7/26/2021 15:23,7/26/2021 15:11,9,FALSE,Almond ,Sunkist ,1, Middle Eastern or South Asian, None,FALSE,20,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 44mph in 25mph zone, Citation for infraction
2271,7/26/2021 16:37,7/26/2021 16:35,5,FALSE,San Antonio ,Edith ,1, Hispanic/Latino/a, None,FALSE,40,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Uturn, Warning (verbal or written)
2272,7/26/2021 20:09,7/26/2021 20:06,5,FALSE,Almond Ave,,1, Middle Eastern or South Asian, None,FALSE,18,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Unsafe speed in 25 zone, Warning (verbal or written)
2273,7/26/2021 20:47,7/26/2021 20:09,7,FALSE,El Camino,Jordan,1, Hispanic/Latino/a, None,FALSE,35,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation," Unsafe speed, exp reg, no DL", Citation for infraction
2274,7/26/2021 21:24,7/26/2021 21:23,5,FALSE,SPRINGER RD,CUESTA DR,1, Middle Eastern or South Asian, None,FALSE,20,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, DRIVER WARNED AND RELEASED, Warning (verbal or written)
2275,7/26/2021 23:09,7/26/2021 20:47,7,FALSE,Fremont,Covington,1, White, None,FALSE,25,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Unsafe speed, Warning (verbal or written)
2276,7/27/2021 19:55,7/27/2021 19:52,8,FALSE,Foothill EXPR,Loyola ,1, Hispanic/Latino/a, None,FALSE,40,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", expired reg, No Action
2277,7/27/2021 20:46,7/27/2021 18:15,3,FALSE,CUESTA DR,TYNDALL ST,1, White, None,FALSE,35,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, DRIVER WARNED AND RELEASED, Warning (verbal or written)
2278,7/28/2021 8:23,7/28/2021 8:12,10,FALSE,El monte,University ,1, Asian, None,FALSE,35,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Right turn on red; 3 red arrows 3 no right on red signs, Citation for infraction
2279,7/28/2021 8:32,7/28/2021 8:20,8,FALSE,Milverton ,El monte,1, White, None,FALSE,50,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, No right on red, Citation for infraction
2280,7/28/2021 8:45,7/28/2021 8:30,8,FALSE,Fremont ave,Echo dr,1, Asian, None,FALSE,30,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 38 in 25mph zone, Citation for infraction
2281,7/28/2021 8:51,7/28/2021 8:38,9,FALSE,El Monte ,Milverton ,1, Hispanic/Latino/a, Speech impairment or limited use of language,TRUE,30,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Right turn on red; 3 red arrows 3 no right on red signs, Citation for infraction
2282,7/28/2021 9:01,7/28/2021 8:50,8,FALSE,El monte,University ,1, White, None,FALSE,40,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, No right on red, Citation for infraction
2283,7/28/2021 9:08,7/28/2021 9:00,5,FALSE,El Monte ,University ,1, Hispanic/Latino/a, Speech impairment or limited use of language,TRUE,40,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Right turn on red; 3 red arrows 3 no right on red signs, Warning (verbal or written)
2284,7/28/2021 9:20,7/28/2021 9:10,8,FALSE,El monte,University ,1, Asian, None,FALSE,50,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, No right on red, Citation for infraction
2285,7/28/2021 9:53,7/28/2021 9:46,9,FALSE,University ,El Monte ,1, White, None,FALSE,45,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Right turn on red; 3 red arrows 3 no right on red signs, Citation for infraction
2286,7/28/2021 9:56,7/28/2021 9:45,8,FALSE,Milverton ,El monte,1, White, None,FALSE,60,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, No right on red, Citation for infraction
2287,7/28/2021 10:10,7/28/2021 10:00,8,FALSE,University ,El monte,1, Middle Eastern or South Asian, None,FALSE,50,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, No right on red, Citation for infraction
2288,7/28/2021 10:25,7/28/2021 10:15,8,FALSE,El monte,University,1, White, None,FALSE,60,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, No right on red, Citation for infraction
2289,7/28/2021 10:42,7/28/2021 10:30,8,FALSE,El Monte ,Woodstock,1, White, None,FALSE,60,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, No right on red, Citation for infraction
2290,7/28/2021 10:56,7/28/2021 10:45,8,FALSE,Milverton ,El Monte ,1, Hispanic/Latino/a, None,FALSE,50,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, No right on red, Citation for infraction
2291,7/28/2021 12:57,7/28/2021 12:53,6,FALSE,San Antonio ,Angela,1, Middle Eastern or South Asian, None,FALSE,55,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, U-turn; no u-turn sign posted, Warning (verbal or written)
2292,7/28/2021 13:22,7/28/2021 13:20,5,FALSE,El Monte ave,Foothill exp,1, White, None,FALSE,60,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Right turn on red arrow, Warning (verbal or written)
2293,7/28/2021 13:34,7/28/2021 13:11,8,FALSE,Woodstock,El Monte ,1, White, None,FALSE,50,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation," Right turn on red, 3 red arrows 3 no right on red signs", Citation for infraction
2294,7/28/2021 13:37,7/28/2021 13:21,9,FALSE,El Monte ,University ,1, White, None,FALSE,20,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, No license plates on vehicle., Citation for infraction
2295,7/28/2021 13:40,7/28/2021 13:37,10,FALSE,Foothill exp,El monte,1, White, None,FALSE,65,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Right turn on red arrow, Warning (verbal or written)
2296,7/28/2021 13:48,7/28/2021 13:30,8,FALSE,Foothill exp,El monte,1, White, None,FALSE,65,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Right turn on red arrow, No Action
2297,7/28/2021 14:01,7/28/2021 13:50,8,FALSE,Arastradero ,Foothill Expwy ,1, Hispanic/Latino/a, None,FALSE,40,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 63mph in 45, Citation for infraction
2298,7/28/2021 14:25,7/28/2021 14:15,8,FALSE,Foothill Expwy ,Main st,1, Asian, None,FALSE,40,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 64mph in 45, Citation for infraction
2299,7/28/2021 14:26,7/28/2021 14:23,10,FALSE,Main St,,1, Middle Eastern or South Asian, None,FALSE,30,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", Left turn over double yellow, Citation for infraction
2300,7/28/2021 14:54,7/28/2021 14:52,10,FALSE,foothill expy ,grant rd,1, Middle Eastern or South Asian, None,FALSE,55,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", exp reg 12/20, Citation for infraction
2301,7/28/2021 14:54,7/28/2021 14:44,9,FALSE,Almond ,Sunkist ,1, Middle Eastern or South Asian, None,FALSE,45,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 41mph in 25mph zone, Citation for infraction
2302,7/28/2021 15:12,7/28/2021 15:00,8,FALSE,Foothill Expwy ,Edith,1, White, None,FALSE,20,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 60mph in 45, Citation for infraction
2303,7/28/2021 15:28,7/28/2021 15:15,8,FALSE,Edith,Foothill Expwy ,1, Asian, None,FALSE,40,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 64mph in 45, Citation for infraction
2304,7/28/2021 15:33,7/28/2021 15:19,9,FALSE,Almond ,Avalon,1, Asian, None,FALSE,40,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 41mph in 25mph zone, Citation for infraction
2305,7/28/2021 20:11,7/28/2021 9:45,10,FALSE,Truman Ave,Oak Ave,1, White, None,FALSE,50,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Observed driver north on Truman Ave at 35 mph. Radar confirmed 36mph. Driver identified by CA license. No priors. Warning given and release, Warning (verbal or written)
2306,7/28/2021 20:22,7/28/2021 14:20,20,FALSE,Los Altos Ave,Yerba Buena Ave,1, Hispanic/Latino/a, None,FALSE,18,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation," Observed driver speeding on Los Altos Ave. radar at 40moh. Driver identified, cited and released after panic attack.", Citation for infraction
2307,7/28/2021 20:28,7/28/2021 15:05,10,FALSE,Foothill Expressway ,W.Edith Ave,1, Hispanic/Latino/a, None,FALSE,20,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Observed driver speeding on Foothill Expressway. Lidar at 60 mph. Stopped and identified by license. No priors. Cited and release., Citation for infraction
2308,7/28/2021 20:32,7/28/2021 15:28,15,FALSE,Foothill Expressway ,W.Edith Ave,1, Hispanic/Latino/a, None,FALSE,20,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Observed driver speeding on Foothill Expressway. Lidar confirmed 70 mph. Driver stopped. No license. Identified verbally. Cited for 12500(a) vc and 22350vc, Citation for infraction
2309,7/29/2021 6:53,7/29/2021 6:51,5,FALSE,el camino real,showers dr,1, Hispanic/Latino/a, None,FALSE,35,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, ran stop sign, Warning (verbal or written)
2310,7/29/2021 7:22,7/29/2021 7:21,5,FALSE,el camino real,el monte ave,1, Asian, None,FALSE,25,Female,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, tail lamp out, Warning (verbal or written)
2311,7/29/2021 7:28,7/29/2021 7:17,10,FALSE,Fremont,Altos Oaks,1, White, None,FALSE,25,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 42mph in 25mph zone, Citation for infraction
2312,7/29/2021 7:38,7/29/2021 7:36,5,FALSE,el camino real,san antonio road,1, White, None,FALSE,25,Transgender woman/girl,Yes,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, tail lamp out, Warning (verbal or written)
2313,7/29/2021 8:09,7/29/2021 8:08,5,FALSE,el camino real,distel cir,1, Pacific Islander, None,FALSE,35,Female,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, tail lamp out, Warning (verbal or written)
2314,7/29/2021 8:10,7/29/2021 8:00,9,FALSE,Bay Tree Ln,El Monte ,1, White, None,FALSE,50,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Right turn on red; 3 red arrows 3 no right on red signs, Citation for infraction
2315,7/29/2021 8:51,7/29/2021 8:50,5,FALSE,el camino real,escuela dr,1, Asian, None,FALSE,20,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, tail lamp out, Warning (verbal or written); Warning (verbal or written)
2316,7/29/2021 9:08,7/29/2021 9:06,2,FALSE,El Camino ,Clark,1, Asian, None,FALSE,35,Female,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", Expired reg, No Action
2317,7/29/2021 9:27,7/29/2021 9:18,6,FALSE,El Monte ,Bay tree,1, White, Deafness or difficulty hearing,FALSE,85,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Right turn on red 3 red arrows 3 no right on red signs, Warning (verbal or written)
2318,7/29/2021 9:44,7/29/2021 9:33,7,FALSE,El Monte ,University ,1, White, None,FALSE,45,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Right turn on red; 3 red arrows 3 no right on red signs, Citation for infraction
2319,7/29/2021 20:26,7/29/2021 18:24,2,FALSE,Main Street,State Street,1, White, None,FALSE,50,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, made right turn from straight only lane, Warning (verbal or written)
2320,7/30/2021 8:57,7/30/2021 8:39,10,FALSE,El Monte Ave,Summerhill Ave.,1, White, None,FALSE,50,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Ran red light, Citation for infraction
2321,7/30/2021 9:09,7/30/2021 8:50,11,FALSE,Los Altos Ave,Yerba Buena Ave,1, White, None,FALSE,50,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Observed driver using cell phone while driving. Identified by CA license. Cited and released, Citation for infraction
2322,7/30/2021 9:38,7/30/2021 9:15,20,FALSE,Los Altos Ave,Yerba Buena Ave,1, White, None,FALSE,62,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Observed driver on cell phone (not hands free) north on Los Altos Ave. identified by CA license. Cited and released, Citation for infraction
2323,7/30/2021 10:30,7/30/2021 10:10,12,FALSE,Los Altos Ave,Yerba Buena Ave,1, Black/African American, None,FALSE,20,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Observed driver on cell phone (not hands free) north on Los Altos Ave. identified by CA license. Cited and released, Citation for infraction
2324,7/30/2021 18:49,7/30/2021 18:18,5,FALSE,FOOTHILL EXP,SPRINGER RD,1, Middle Eastern or South Asian, None,FALSE,30,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, DRIVER WARNED AND RELEASED, Warning (verbal or written)
2325,7/30/2021 19:05,7/30/2021 19:04,10,FALSE,FOOTHILL EXP,MAGDALENA AVE,1, Middle Eastern or South Asian, None,FALSE,20,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, DRIVER CITED AND RELEASED, Citation for infraction
2326,7/30/2021 19:25,7/30/2021 19:24,10,FALSE,FOOTHILL EXP,MAGDALENA AVE,1, Asian, None,FALSE,65,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, DRIVER CITED AND RELEASED, Citation for infraction
2327,7/30/2021 22:06,7/30/2021 18:32,5,FALSE,San Antonio,Lyell,1, White, None,FALSE,18,Female,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, Drive with lights at darkness, Warning (verbal or written)
2328,7/31/2021 15:46,7/31/2021 11:00,8,FALSE,Alvarado,Panchita,1, White, None,FALSE,17,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", Holding cell in hand while driving, Contacted parent/legal guardian or other person responsible for the minor; Warning (verbal or written)
2329,7/31/2021 23:28,7/31/2021 18:57,3,FALSE,GRANT RD,MORTON AVE,1, White, None,FALSE,20,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, DRIVER WARNED AND RELEASED, Warning (verbal or written)
2330,7/31/2021 23:36,7/31/2021 23:35,3,FALSE,SAN ANTONIO RD,ANGELA DR,1, White, None,FALSE,50,Female,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", DRIVER WARNED AND RELEASED, Warning (verbal or written)
2331,8/1/2021 3:57,8/1/2021 3:54,5,FALSE,FREMONT AVE,MIRAMONTE AVE,1, Asian; Hispanic/Latino/a, None,FALSE,35,Male,No,FALSE, None, None,,,, , Reasonable Suspicion, Other Reasonable Suspicion of a crime, SUBJECT CONTACTED AND RELEASED, Warning (verbal or written)
2332,8/2/2021 5:17,8/2/2021 2:33,160,FALSE,Foothill,Loyola,1, Hispanic/Latino/a, None,FALSE,26,Male,No,FALSE, None, Field sobriety test conducted; Handcuffed or flex cuffed; Search of person was conducted; Search of property was conducted; Vehicle impounded,,, Incident to arrest, Vehicle inventoried for storage, Traffic Violation, Moving Violation, 77 mph in posted 35 mph zone, Custodial Arrest without warrant; Custodial Arrest without warrant
2333,8/2/2021 5:42,8/1/2021 22:48,20,TRUE,ALVINA CT,,1, White, None,FALSE,20,Male,No,FALSE, None, None,,,, , Reasonable Suspicion, Officer witnessed commission of a crime, RESIDENT CITED FOR MUNI-CODE, In-field cite and release
2334,8/2/2021 9:17,8/2/2021 9:05,8,FALSE,El Monte ,University ,1, White, None,FALSE,70,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, No right on red, Citation for infraction
2335,8/2/2021 9:38,8/2/2021 9:25,8,FALSE,El Monte ,Woodstock ,1, White, None,FALSE,60,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, No right on red, Citation for infraction
2336,8/2/2021 9:47,8/2/2021 9:35,8,FALSE,El Monte ,University ,1, White, None,FALSE,55,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Right turn on red; 3 red arrows 3 no right on red signs, Citation for infraction
2337,8/2/2021 10:09,8/2/2021 9:57,11,FALSE,University ,El Monte ,1, White, None,FALSE,60,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Right turn on red; 3 red arrows 3 no right on red signs, Citation for infraction
2338,8/2/2021 10:10,8/2/2021 10:08,5,FALSE,el monte ave,almond ave,1, Hispanic/Latino/a, None,FALSE,35,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, tail lamp out, Warning (verbal or written)
2339,8/2/2021 10:20,8/2/2021 9:55,8,FALSE,El Monte ,Milverton ,1, White, None,FALSE,35,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, No right on red, Citation for infraction
2340,8/2/2021 10:21,8/2/2021 10:05,8,FALSE,El Monte ,Milverton ,1, White, None,FALSE,50,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, No right on red, Citation for infraction
2341,8/2/2021 10:35,8/2/2021 10:23,8,FALSE,El Monte ,University ,1, White, None,FALSE,60,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Right turn on red; 3 red arrows 3 no right on red signs, Citation for infraction
2342,8/2/2021 12:52,8/2/2021 12:50,5,FALSE,san antonio rd,alverado ave,1, Asian, None,FALSE,45,Female,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", reg exp 12/20, Warning (verbal or written)
2343,8/2/2021 12:59,8/2/2021 12:49,9,FALSE,El Monte ,University ,1, Pacific Islander, None,FALSE,50,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Right turn on red; 3 red arrows 3 no right on red signs, Citation for infraction
2344,8/2/2021 13:20,8/2/2021 13:05,8,FALSE,Foothill Expwy ,Arastradero ,1, Asian, None,FALSE,20,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 64mph in 45, Citation for infraction
2345,8/2/2021 13:56,8/2/2021 13:40,8,FALSE,Arastradero ,Foothill Expwy ,1, Asian, None,FALSE,50,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 60mph in 45, Citation for infraction; Citation for infraction
2346,8/2/2021 20:39,8/2/2021 20:37,5,FALSE,Marilyn,Springer,1, Asian, None,FALSE,70,Female,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, Activate lights at dusk, Warning (verbal or written)
2347,8/2/2021 21:40,8/2/2021 21:38,1,FALSE,Magdalena ,Foothill ,1, Asian, None,FALSE,65,Male,No,FALSE, None, None,,,, , Reasonable Suspicion, Other Reasonable Suspicion of a crime," Constant brake tapping, losing lane integrity", No Action
2348,8/3/2021 8:54,8/2/2021 14:00,40,FALSE,Miranda,Arastradero ,1, White, None,FALSE,40,Male,No,FALSE, None, Person removed from vehicle by order,,,, , Traffic Violation, Moving Violation, 61mph in a 45, In-field cite and release; In-field cite and release; In-field cite and release
2349,8/3/2021 10:05,8/3/2021 9:55,8,FALSE,El Monte ,Woodstock ,1, Asian, None,FALSE,50,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, No right on red, Citation for infraction
2350,8/3/2021 10:05,8/3/2021 9:55,9,FALSE,University ,El Monte ,1, White, None,FALSE,30,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Right turn on red; 3 red arrows 3 no right on red signs, Citation for infraction
2351,8/3/2021 10:29,8/3/2021 10:15,11,FALSE,El Monte ,University ,1, White, None,FALSE,85,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Right turn on red; 3 red arrows 3 no right on red signs, Citation for infraction
2352,8/3/2021 10:38,8/3/2021 10:20,8,FALSE,El Monte ,University ,1, White, None,FALSE,70,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, No right on red, Citation for infraction
2353,8/3/2021 10:52,8/3/2021 10:45,3,FALSE,El Monte ,University ,1, Hispanic/Latino/a, None,FALSE,50,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Right turn on red; 3 red arrows 3 no right on red signs, Warning (verbal or written)
2354,8/3/2021 10:58,8/3/2021 10:45,8,FALSE,El Monte ,University ,1, White, None,FALSE,40,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, No right on red, Citation for infraction
2355,8/3/2021 11:18,8/3/2021 11:05,8,FALSE,El Monte ,University ,1, White, None,FALSE,40,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, No right on red, Citation for infraction
2356,8/3/2021 14:08,8/3/2021 13:55,8,FALSE,Foothill Expwy ,St. Joseph,1, Asian, None,FALSE,40,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 60mph in a 45, Citation for infraction
2357,8/3/2021 14:31,8/3/2021 14:15,8,FALSE,St.joseph,Foothill Expwy ,1, White, None,FALSE,50,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 62mph in a 45, Citation for infraction
2358,8/3/2021 14:38,8/3/2021 14:28,8,FALSE,Almond ,Alicia ,1, Hispanic/Latino/a, None,FALSE,40,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 41mph in 25mph zone, Citation for infraction
2359,8/3/2021 14:51,8/3/2021 14:48,5,FALSE,Almond ave,,1, Hispanic/Latino/a, None,FALSE,30,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 40 in 25mph zone, Warning (verbal or written)
2360,8/3/2021 15:06,8/3/2021 14:55,9,FALSE,Almond ,Alicia ,1, Hispanic/Latino/a, None,FALSE,40,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 43mph in 25mph zone, Citation for infraction
2361,8/3/2021 18:43,8/3/2021 18:40,4,FALSE,Foothill,Magdalena,1, Asian, None,FALSE,17,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 60 in a 45, No Action
2362,8/4/2021 10:32,8/4/2021 10:08,10,FALSE,San Antonio Rd,Alvarado ave,1, White, None,FALSE,60,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Observed driver at high rate of speed north San Antonio Rd. Lidar captured speed at 51 mph. Driver identified by Alabama license. Driver cited and released, Citation for infraction
2363,8/4/2021 10:51,8/4/2021 10:49,10,FALSE,San Antonio rd,Pine,1, White, None,FALSE,50,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", Cell phone in hand talking, Citation for infraction
2364,8/4/2021 11:14,8/4/2021 11:00,11,FALSE,San Antonio Rd,AlvaradoAve,1, White, None,FALSE,40,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Observed driver at high rate of speed (50) in a 35. Lidar confirmed 52mph. Driver cited and released, Citation for infraction
2365,8/4/2021 13:49,8/4/2021 13:47,3,FALSE,Foothill ,Arboretum ,1, Hispanic/Latino/a, None,FALSE,40,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 55 in a 45, Warning (verbal or written); Warning (verbal or written)
2366,8/4/2021 15:17,8/4/2021 15:15,5,FALSE,Ben Roe,Pakrhill,1, Hispanic/Latino/a, None,FALSE,55,Male,No,FALSE, None, None,,,, , Reasonable Suspicion, Other Reasonable Suspicion of a crime, Lost or stolen plate, No Action
2367,8/4/2021 18:56,8/4/2021 18:16,5,FALSE,Fremont,Fallen Leaf,1, Hispanic/Latino/a, None,FALSE,54,Male,No,FALSE, None, None,,,, , Traffic Violation, Equipment Violation, Ride without helmet, Warning (verbal or written)
2368,8/4/2021 19:39,8/4/2021 18:56,5,FALSE,Arboretum,Grant,1, White, None,FALSE,35,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Fail to stop at red, Warning (verbal or written)
2369,8/4/2021 20:46,8/4/2021 19:39,7,FALSE,Foothill,Stevens Creek,1, Hispanic/Latino/a, None,FALSE,35,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Unsafe speed for conditions, Warning (verbal or written)
2370,8/4/2021 20:58,8/4/2021 20:53,2,FALSE,State street,,1, White, None,FALSE,50,Male,No,FALSE, None, None,,,, , Traffic Violation," Non-moving Violation, including Registration Violation", Unlawful parking, Warning (verbal or written)
2371,8/5/2021 9:51,8/5/2021 9:49,8,FALSE,Truman ,Havenhurst,1, Asian, None,FALSE,28,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, 40 in 25mph zone, Citation for infraction
2372,8/5/2021 10:27,8/5/2021 10:15,8,FALSE,University ,El Monte ,1, Asian, None,FALSE,40,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, No right on red, Citation for infraction
2373,8/5/2021 11:12,8/5/2021 11:10,10,FALSE,San Antonio ,Hawthorne ,1, White, None,FALSE,45,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Pass veh stop for ped in crosswalk, Citation for infraction
2374,8/5/2021 11:38,8/5/2021 11:36,5,FALSE,San Antonio road ,Hillview ave,1, White, None,FALSE,60,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, No right turn on red, Warning (verbal or written)
2375,8/5/2021 12:59,8/5/2021 11:20,10,FALSE,Main Street ,Third Street ,1, White, None,FALSE,40,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Driver made prohibited left into angled parking stall downtown. Driver identified and cited., Citation for infraction
2376,8/5/2021 16:17,8/5/2021 16:15,5,FALSE,First ,Main,1, Asian, None,FALSE,70,Female,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, Red arrow, Warning (verbal or written)
2377,8/5/2021 23:10,8/5/2021 22:12,45,FALSE,FOOTHILL EXP,EL MONTE AVE,1, Hispanic/Latino/a, None,FALSE,40,Male,No,FALSE, None, Field sobriety test conducted; Person removed from vehicle by order,,,, , Traffic Violation, Moving Violation, DRIVER PASSED FST'S RELEASED W/ WARNING, Warning (verbal or written)
2378,8/6/2021 0:28,8/6/2021 0:27,5,FALSE,COVINGTON RD,CAMPBELL AVE,1, Middle Eastern or South Asian, None,FALSE,17,Male,No,FALSE, None, None,,,, , Traffic Violation, Moving Violation, DRIVER WARNED AND RELEASED, Warning (verbal or written); Warning (verbal or written)
